"","samplingYear","CharacteristicName","AnnualMedian","AnnualMean","AnnualCount","AnnualSD","Annuallower_ci","Annualupper_ci","site","Park"
"1476","2005","Temperature, water",15.1,15.13,3,0.25,14.51,15.76,"OXRU","NACE"
"1477","2006","Salinity",0.2,0.2,26,0.04,0.18,0.22,"OXRU","NACE"
"1478","2006","Specific conductance",433.7,438.08,27,87.92,403.3,472.86,"OXRU","NACE"
"1479","2006","Temperature, water",19.05,20.18,26,7.44,17.18,23.19,"OXRU","NACE"
"1480","2007","Salinity",0.2,0.23,28,0.05,0.21,0.25,"OXRU","NACE"
"1481","2007","Specific conductance",482.38,499.67,28,102.51,459.92,539.42,"OXRU","NACE"
"1482","2007","Temperature, water",16.95,19.15,28,6.8,16.51,21.79,"OXRU","NACE"
"1483","2008","Salinity",0.2,0.2,29,0.03,0.19,0.21,"OXRU","NACE"
"1484","2008","Specific conductance",451.3,436.24,28,64.86,411.09,461.39,"OXRU","NACE"
"1485","2008","Temperature, water",19.1,17.64,28,7.41,14.76,20.51,"OXRU","NACE"
"1486","2009","Salinity",0.19,0.2,20,NA,NA,NA,"OXRU","NACE"
"1487","2009","Specific conductance",403.9,396.49,18,NA,NA,NA,"OXRU","NACE"
"1488","2009","Temperature, water",20.9,17.51,18,NA,NA,NA,"OXRU","NACE"
"1489","2010","Salinity",0.24,0.22,23,0.05,0.2,0.25,"OXRU","NACE"
"1490","2010","Specific conductance",501,469.99,23,102.43,425.7,514.29,"OXRU","NACE"
"1491","2010","Temperature, water",19.5,18.08,23,7.47,14.85,21.31,"OXRU","NACE"
"1492","2011","Salinity",0.25,0.41,37,0.56,0.22,0.59,"OXRU","NACE"
"1493","2011","Specific conductance",507.3,805.17,37,1047.62,455.87,1154.46,"OXRU","NACE"
"1494","2011","Temperature, water",15.2,14.93,37,6.92,12.62,17.24,"OXRU","NACE"
"1495","2012","Salinity",0.23,0.24,33,0.07,0.21,0.26,"OXRU","NACE"
"1496","2012","Specific conductance",468.6,491.4,33,142.33,440.94,541.87,"OXRU","NACE"
"1497","2012","Temperature, water",17.9,17.99,33,8.04,15.14,20.84,"OXRU","NACE"
"1498","2013","Salinity",0.23,0.24,28,0.06,0.22,0.27,"OXRU","NACE"
"1499","2013","Specific conductance",471.3,502.6,29,118.5,457.52,547.67,"OXRU","NACE"
"1500","2013","Temperature, water",19.5,17.5,28,8.2,14.32,20.68,"OXRU","NACE"
"1501","2014","Salinity",0.25,0.27,12,0.06,0.23,0.31,"OXRU","NACE"
"1502","2014","Specific conductance",516.8,547.69,12,131.58,464.09,631.3,"OXRU","NACE"
"1503","2014","Temperature, water",15.35,14.26,12,8.75,8.7,19.82,"OXRU","NACE"
"1504","2015","Salinity",0.28,0.51,13,0.48,0.22,0.8,"OXRU","NACE"
"1505","2015","Specific conductance",569.7,1017.76,13,928.64,456.59,1578.93,"OXRU","NACE"
"1506","2015","Temperature, water",15.3,14.31,13,9.2,8.75,19.87,"OXRU","NACE"
"1507","2016","Salinity",0.28,0.26,11,0.05,0.23,0.3,"OXRU","NACE"
"1508","2016","Specific conductance",586,543.25,11,102.32,474.5,611.99,"OXRU","NACE"
"1509","2016","Temperature, water",20.3,18.23,11,8.63,12.43,24.03,"OXRU","NACE"
"1510","2017","Salinity",0.26,0.27,15,0.03,0.25,0.29,"OXRU","NACE"
"1511","2017","Specific conductance",538.2,563.81,15,64.61,528.03,599.58,"OXRU","NACE"
"1512","2017","Temperature, water",7.8,14.01,15,8.05,9.56,18.47,"OXRU","NACE"
"1513","2018","Salinity",0.24,0.26,19,0.07,0.22,0.29,"OXRU","NACE"
"1514","2018","Specific conductance",501,528.91,19,132.1,465.23,592.58,"OXRU","NACE"
"1515","2018","Temperature, water",8.7,14.29,19,7.71,10.58,18.01,"OXRU","NACE"
"1516","2019","Salinity",0.21,0.2,16,0.05,0.18,0.23,"OXRU","NACE"
"1517","2019","Specific conductance",425.05,427.21,16,100.29,373.77,480.65,"OXRU","NACE"
"1518","2019","Temperature, water",16.85,15.34,16,7.97,11.09,19.58,"OXRU","NACE"
"1519","2020","Salinity",0.09,0.12,10,NA,NA,NA,"OXRU","NACE"
"1520","2020","Specific conductance",198.6,245.21,10,NA,NA,NA,"OXRU","NACE"
"1521","2020","Temperature, water",9.6,8.34,10,NA,NA,NA,"OXRU","NACE"
"1522","2021","Salinity",0.22,0.27,20,0.12,0.21,0.33,"OXRU","NACE"
"1523","2021","Specific conductance",473.15,557.21,20,238.74,445.48,668.94,"OXRU","NACE"
"1524","2021","Temperature, water",14.7,14.54,20,7.64,10.96,18.12,"OXRU","NACE"
"1525","2022","Salinity",0.22,0.24,16,0.08,0.2,0.29,"OXRU","NACE"
"1526","2022","Specific conductance",442.1,503.23,16,161.34,417.26,589.2,"OXRU","NACE"
"1527","2022","Temperature, water",16.35,15.73,16,7.78,11.58,19.88,"OXRU","NACE"
"1528","2023","Salinity",0.23,0.23,5,0.02,0.21,0.25,"OXRU","NACE"
"1529","2023","Specific conductance",466,484.54,5,34.56,441.63,527.45,"OXRU","NACE"
"1530","2023","Temperature, water",14.8,15.2,5,6.68,6.9,23.5,"OXRU","NACE"
"1531","2004","Specific conductance",135.4,135.4,1,NA,NA,NA,"ACCK","NACE"
"1532","2005","Salinity",0.12,0.12,1,NA,NA,NA,"ACCK","NACE"
"1533","2005","Specific conductance",258.9,258.9,1,NA,NA,NA,"ACCK","NACE"
"1534","2005","Temperature, water",13.7,13.7,1,NA,NA,NA,"ACCK","NACE"
"1535","2006","Salinity",0.09,0.1,9,0.01,0.09,0.1,"ACCK","NACE"
"1536","2006","Specific conductance",190.8,198.61,9,22.35,181.43,215.79,"ACCK","NACE"
"1537","2006","Temperature, water",16.5,16.06,9,5.43,11.88,20.23,"ACCK","NACE"
"1538","2007","Salinity",0.1,0.1,9,NA,NA,NA,"ACCK","NACE"
"1539","2007","Specific conductance",224.78,213.17,6,64.15,145.84,280.49,"ACCK","NACE"
"1540","2007","Temperature, water",12.45,14.33,6,4.57,9.54,19.13,"ACCK","NACE"
"1541","2008","Salinity",0.1,0.1,11,NA,NA,NA,"ACCK","NACE"
"1542","2008","Specific conductance",191.45,204.57,11,NA,NA,NA,"ACCK","NACE"
"1543","2008","Temperature, water",13.2,13.64,11,NA,NA,NA,"ACCK","NACE"
"1544","2009","Salinity",0.1,0.09,11,NA,NA,NA,"ACCK","NACE"
"1545","2009","Specific conductance",209.05,202.18,9,NA,NA,NA,"ACCK","NACE"
"1546","2009","Temperature, water",15.45,15.05,9,NA,NA,NA,"ACCK","NACE"
"1547","2010","Salinity",0.1,0.1,6,0.02,0.08,0.13,"ACCK","NACE"
"1548","2010","Specific conductance",207.7,219.12,6,45.13,171.76,266.48,"ACCK","NACE"
"1549","2010","Temperature, water",12.6,13.85,6,6.24,7.3,20.4,"ACCK","NACE"
"1550","2011","Salinity",0.1,0.1,4,0.02,0.07,0.12,"ACCK","NACE"
"1551","2011","Specific conductance",203.1,205.3,4,37.37,145.84,264.76,"ACCK","NACE"
"1552","2011","Temperature, water",12.75,13.72,4,4.58,6.43,21.02,"ACCK","NACE"
"1553","2012","Salinity",0.1,0.1,5,0.01,0.08,0.11,"ACCK","NACE"
"1554","2012","Specific conductance",215.1,206.46,5,28.44,171.15,241.77,"ACCK","NACE"
"1555","2012","Temperature, water",13.7,13.48,5,4.41,8.01,18.95,"ACCK","NACE"
"1556","2013","Specific conductance",111.8,111.8,1,NA,NA,NA,"ACCK","NACE"
"1557","2006","Salinity",0.13,0.13,9,0.01,0.12,0.14,"FTDU","NACE"
"1558","2006","Specific conductance",269.7,274.3,9,26.11,254.23,294.37,"FTDU","NACE"
"1559","2006","Temperature, water",14.4,14.3,9,5.82,9.82,18.78,"FTDU","NACE"
"1560","2007","Salinity",0.14,0.14,9,NA,NA,NA,"FTDU","NACE"
"1561","2007","Specific conductance",287.9,296.08,7,77.48,224.42,367.74,"FTDU","NACE"
"1562","2007","Temperature, water",13.9,15.43,7,6.54,9.38,21.48,"FTDU","NACE"
"1563","2006","Salinity",0.2,0.18,20,0.03,0.16,0.2,"HECR","NACE"
"1564","2006","Specific conductance",349.85,362.08,20,49.59,338.87,385.29,"HECR","NACE"
"1565","2006","Temperature, water",17.2,17,20,5.51,14.42,19.58,"HECR","NACE"
"1566","2007","Salinity",0.2,0.21,20,0.05,0.18,0.23,"HECR","NACE"
"1567","2007","Specific conductance",450.22,450.08,20,78.58,413.3,486.86,"HECR","NACE"
"1568","2007","Temperature, water",12.05,15.22,20,5.38,12.7,17.74,"HECR","NACE"
"1569","2008","Salinity",0.2,0.2,26,0.03,0.19,0.21,"HECR","NACE"
"1570","2008","Specific conductance",406.95,423.76,26,72.54,394.46,453.06,"HECR","NACE"
"1571","2008","Temperature, water",14.25,13.99,26,5.97,11.58,16.4,"HECR","NACE"
"1572","2009","Salinity",0.18,0.25,23,0.34,0.1,0.4,"HECR","NACE"
"1573","2009","Specific conductance",369.2,499.96,21,670.23,194.88,805.05,"HECR","NACE"
"1574","2009","Temperature, water",14.8,14.94,21,6.51,11.98,17.9,"HECR","NACE"
"1575","2010","Salinity",0.23,0.21,20,0.08,0.18,0.25,"HECR","NACE"
"1576","2010","Specific conductance",483.5,438.22,20,151.42,367.36,509.09,"HECR","NACE"
"1577","2010","Temperature, water",14.25,15.81,20,6.71,12.67,18.96,"HECR","NACE"
"1578","2011","Salinity",0.24,0.34,30,0.34,0.22,0.47,"HECR","NACE"
"1579","2011","Specific conductance",480,691.3,30,653.56,447.26,935.34,"HECR","NACE"
"1580","2011","Temperature, water",13.65,13.28,30,6.24,10.95,15.61,"HECR","NACE"
"1581","2012","Salinity",0.2,0.23,25,0.09,0.19,0.26,"HECR","NACE"
"1582","2012","Specific conductance",425.5,466.15,25,175.76,393.6,538.7,"HECR","NACE"
"1583","2012","Temperature, water",14.9,14.46,25,5.89,12.03,16.89,"HECR","NACE"
"1584","2013","Salinity",0.21,0.29,25,0.23,0.19,0.38,"HECR","NACE"
"1585","2013","Specific conductance",429.5,569.1,27,427.99,399.79,738.41,"HECR","NACE"
"1586","2013","Temperature, water",10.9,12.73,25,6.87,9.89,15.57,"HECR","NACE"
"1587","2014","Salinity",0.21,0.23,12,0.05,0.2,0.26,"HECR","NACE"
"1588","2014","Specific conductance",423.35,475.79,12,108.66,406.76,544.83,"HECR","NACE"
"1589","2014","Temperature, water",13.65,12.22,12,7.42,7.51,16.94,"HECR","NACE"
"1590","2015","Salinity",0.26,0.47,12,0.4,0.21,0.72,"HECR","NACE"
"1591","2015","Specific conductance",530.25,935.85,12,780.05,440.23,1431.47,"HECR","NACE"
"1592","2015","Temperature, water",12.2,12.54,12,8.25,7.3,17.78,"HECR","NACE"
"1593","2016","Salinity",0.27,0.25,9,0.07,0.19,0.3,"HECR","NACE"
"1594","2016","Specific conductance",558.7,509.68,9,139.8,402.22,617.14,"HECR","NACE"
"1595","2016","Temperature, water",16.9,16.42,9,7.43,10.71,22.13,"HECR","NACE"
"1596","2017","Salinity",0.28,0.26,16,0.05,0.23,0.28,"HECR","NACE"
"1597","2017","Specific conductance",572,528.14,16,98.14,475.84,580.43,"HECR","NACE"
"1598","2017","Temperature, water",6.8,11.51,16,7.24,7.65,15.37,"HECR","NACE"
"1599","2018","Salinity",0.24,0.24,17,0.06,0.21,0.27,"HECR","NACE"
"1600","2018","Specific conductance",500,492.66,17,130.54,425.54,559.77,"HECR","NACE"
"1601","2018","Temperature, water",7.9,12.42,17,6.71,8.97,15.88,"HECR","NACE"
"1602","2019","Salinity",0.18,0.22,16,0.09,0.17,0.27,"HECR","NACE"
"1603","2019","Specific conductance",390.1,456.98,16,185.07,358.36,555.59,"HECR","NACE"
"1604","2019","Temperature, water",14.75,12.99,16,7.38,9.06,16.93,"HECR","NACE"
"1605","2020","Salinity",0.12,0.13,12,NA,NA,NA,"HECR","NACE"
"1606","2020","Specific conductance",260.7,281.97,12,NA,NA,NA,"HECR","NACE"
"1607","2020","Temperature, water",9.3,10.43,12,NA,NA,NA,"HECR","NACE"
"1608","2021","Salinity",0.24,0.24,19,0.08,0.2,0.28,"HECR","NACE"
"1609","2021","Specific conductance",489.3,502.81,19,169.24,421.24,584.38,"HECR","NACE"
"1610","2021","Temperature, water",15.7,13.41,19,7.03,10.02,16.8,"HECR","NACE"
"1611","2022","Salinity",0.2,0.23,18,0.07,0.2,0.27,"HECR","NACE"
"1612","2022","Specific conductance",418.2,482.71,18,156.05,405.11,560.31,"HECR","NACE"
"1613","2022","Temperature, water",14.05,13.43,18,6.99,9.95,16.9,"HECR","NACE"
"1614","2023","Salinity",0.23,0.23,7,0.02,0.22,0.25,"HECR","NACE"
"1615","2023","Specific conductance",483.5,478.19,7,31.34,449.2,507.17,"HECR","NACE"
"1616","2023","Temperature, water",12.2,13.19,7,6.02,7.62,18.75,"HECR","NACE"
"1617","2004","Specific conductance",374.5,374.5,1,NA,NA,NA,"STCK","NACE"
"1618","2006","Salinity",0.16,0.16,20,0.04,0.14,0.18,"STCK","NACE"
"1619","2006","Specific conductance",318.1,322.48,20,78.02,285.96,358.99,"STCK","NACE"
"1620","2006","Temperature, water",13.85,14.04,20,6.15,11.16,16.91,"STCK","NACE"
"1621","2007","Salinity",0.2,0.18,23,0.04,0.17,0.2,"STCK","NACE"
"1622","2007","Specific conductance",380.65,367.39,23,75.81,334.61,400.18,"STCK","NACE"
"1623","2007","Temperature, water",14.8,13.99,23,5.93,11.42,16.55,"STCK","NACE"
"1624","2008","Salinity",0.16,0.18,22,0.09,0.14,0.22,"STCK","NACE"
"1625","2008","Specific conductance",314.95,376.22,22,144.64,312.09,440.35,"STCK","NACE"
"1626","2008","Temperature, water",12.95,12.77,22,5.89,10.16,15.38,"STCK","NACE"
"1627","2009","Salinity",0.15,0.18,19,NA,NA,NA,"STCK","NACE"
"1628","2009","Specific conductance",301,302.09,17,NA,NA,NA,"STCK","NACE"
"1629","2009","Temperature, water",15.05,14.17,17,NA,NA,NA,"STCK","NACE"
"1630","2010","Salinity",0.22,0.24,17,0.06,0.21,0.28,"STCK","NACE"
"1631","2010","Specific conductance",465,497.09,17,132.33,429.05,565.13,"STCK","NACE"
"1632","2010","Temperature, water",15.85,15.55,16,7.48,11.56,19.54,"STCK","NACE"
"1633","2011","Salinity",0.24,0.41,22,0.48,0.2,0.62,"STCK","NACE"
"1634","2011","Specific conductance",493.5,816.27,22,917.23,409.6,1222.95,"STCK","NACE"
"1635","2011","Temperature, water",13,12.29,22,6.77,9.29,15.29,"STCK","NACE"
"1636","2012","Salinity",0.17,0.2,22,0.06,0.17,0.23,"STCK","NACE"
"1637","2012","Specific conductance",360.05,414.06,22,127.7,357.44,470.68,"STCK","NACE"
"1638","2012","Temperature, water",15.7,13.3,22,6.47,10.43,16.17,"STCK","NACE"
"1639","2013","Salinity",0.18,0.47,18,0.74,0.1,0.83,"STCK","NACE"
"1640","2013","Specific conductance",369.2,896.4,19,1373.78,234.26,1558.54,"STCK","NACE"
"1641","2013","Temperature, water",12.1,12.09,18,7.9,8.16,16.02,"STCK","NACE"
"1642","2014","Salinity",0.18,0.25,5,0.14,0.07,0.42,"STCK","NACE"
"1643","2014","Specific conductance",365.7,510.74,5,294.83,144.66,876.82,"STCK","NACE"
"1644","2014","Temperature, water",12.9,11.46,5,7.25,2.46,20.46,"STCK","NACE"
"1645","2015","Salinity",0.23,0.44,10,0.48,0.1,0.78,"STCK","NACE"
"1646","2015","Specific conductance",486.25,916.53,10,925.23,254.66,1578.4,"STCK","NACE"
"1647","2015","Temperature, water",7,9.12,10,8.26,3.21,15.03,"STCK","NACE"
"1648","2016","Salinity",0.21,0.23,7,0.06,0.18,0.28,"STCK","NACE"
"1649","2016","Specific conductance",439.4,472.53,7,115.21,365.98,579.08,"STCK","NACE"
"1650","2016","Temperature, water",13,11.57,7,7.82,4.34,18.8,"STCK","NACE"
"1651","2017","Salinity",0.26,0.24,6,0.07,0.16,0.31,"STCK","NACE"
"1652","2017","Specific conductance",539.85,491.43,6,154.77,329.01,653.86,"STCK","NACE"
"1653","2017","Temperature, water",9.45,11.48,6,7.75,3.35,19.62,"STCK","NACE"
"1654","2018","Salinity",0.19,0.21,10,0.11,0.13,0.29,"STCK","NACE"
"1655","2018","Specific conductance",387.1,435.35,10,219.27,278.49,592.21,"STCK","NACE"
"1656","2018","Temperature, water",6.7,10.24,10,6.74,5.42,15.06,"STCK","NACE"
"1657","2019","Salinity",0.16,0.23,9,0.2,0.08,0.38,"STCK","NACE"
"1658","2019","Specific conductance",337.9,473.69,9,396.25,169.1,778.27,"STCK","NACE"
"1659","2019","Temperature, water",14.3,13.06,9,7.93,6.96,19.15,"STCK","NACE"
"1660","2020","Salinity",0.07,0.1,10,NA,NA,NA,"STCK","NACE"
"1661","2020","Specific conductance",156.2,204.81,10,NA,NA,NA,"STCK","NACE"
"1662","2020","Temperature, water",8.4,9.27,10,NA,NA,NA,"STCK","NACE"
"1663","2021","Salinity",0.17,0.2,12,0.09,0.14,0.26,"STCK","NACE"
"1664","2021","Specific conductance",359.1,418.17,12,193.71,295.09,541.24,"STCK","NACE"
"1665","2021","Temperature, water",12.75,12.1,12,7.63,7.25,16.95,"STCK","NACE"
"1666","2022","Salinity",0.16,0.17,8,0.07,0.11,0.23,"STCK","NACE"
"1667","2022","Specific conductance",318.5,349.76,8,144.68,228.81,470.72,"STCK","NACE"
"1668","2022","Temperature, water",15.7,14.22,8,7.58,7.89,20.56,"STCK","NACE"
"1669","2023","Salinity",0.12,0.14,4,0.02,0.1,0.17,"STCK","NACE"
"1670","2023","Specific conductance",268.15,288.95,4,48.93,211.09,366.81,"STCK","NACE"
"1671","2023","Temperature, water",9.55,11.97,4,6.98,0.87,23.08,"STCK","NACE"
"1672","2004","Specific conductance",573.9,573.9,1,NA,NA,NA,"SHCK","ANTI"
"1673","2005","Salinity",0.29,0.28,6,NA,NA,NA,"SHCK","ANTI"
"1674","2005","Specific conductance",567,480.83,6,240.85,228.08,733.59,"SHCK","ANTI"
"1675","2005","Temperature, water",14,12.97,6,3.36,9.44,16.5,"SHCK","ANTI"
"1676","2006","Salinity",0.29,0.28,13,0.04,0.25,0.3,"SHCK","ANTI"
"1677","2006","Specific conductance",585.5,784,14,751.33,350.19,1217.8,"SHCK","ANTI"
"1678","2006","Temperature, water",13.2,13.68,13,2.24,12.33,15.04,"SHCK","ANTI"
"1679","2007","Salinity",0.3,0.3,23,0.01,0.29,0.3,"SHCK","ANTI"
"1680","2007","Specific conductance",588,600.26,23,38.1,583.79,616.74,"SHCK","ANTI"
"1681","2007","Temperature, water",14.35,13.91,23,2.64,12.77,15.06,"SHCK","ANTI"
"1682","2008","Salinity",0.29,0.29,13,0.01,0.29,0.3,"SHCK","ANTI"
"1683","2008","Specific conductance",595,599.5,13,25,584.39,614.61,"SHCK","ANTI"
"1684","2008","Temperature, water",14.4,12.71,13,3.02,10.88,14.53,"SHCK","ANTI"
"1685","2009","Salinity",0.29,0.29,11,0.01,0.28,0.3,"SHCK","ANTI"
"1686","2009","Specific conductance",584.75,588.62,10,23.33,571.93,605.31,"SHCK","ANTI"
"1687","2009","Temperature, water",15.25,14.01,10,2.92,11.92,16.1,"SHCK","ANTI"
"1688","2010","Salinity",0.28,0.28,11,0.04,0.25,0.3,"SHCK","ANTI"
"1689","2010","Specific conductance",575.9,557.99,11,86.58,499.83,616.16,"SHCK","ANTI"
"1690","2010","Temperature, water",15.1,14.39,11,2.39,12.78,15.99,"SHCK","ANTI"
"1691","2011","Salinity",0.31,0.31,11,0.02,0.3,0.32,"SHCK","ANTI"
"1692","2011","Specific conductance",635,636.79,11,39.67,610.14,663.44,"SHCK","ANTI"
"1693","2011","Temperature, water",13.6,13.61,11,2.19,12.14,15.08,"SHCK","ANTI"
"1694","2012","Salinity",0.28,0.28,10,0.04,0.25,0.31,"SHCK","ANTI"
"1695","2012","Specific conductance",576.65,579.17,10,80.66,521.47,636.87,"SHCK","ANTI"
"1696","2012","Temperature, water",13.6,14.05,10,2.1,12.55,15.55,"SHCK","ANTI"
"1697","2013","Salinity",0.29,0.3,10,0.01,0.29,0.3,"SHCK","ANTI"
"1698","2013","Specific conductance",596.1,601.45,11,19.07,588.63,614.26,"SHCK","ANTI"
"1699","2013","Temperature, water",13.7,14.01,10,2.38,12.31,15.71,"SHCK","ANTI"
"1700","2014","Salinity",0.3,0.3,4,0.02,0.26,0.33,"SHCK","ANTI"
"1701","2014","Specific conductance",609.8,614.82,4,37.52,555.12,674.53,"SHCK","ANTI"
"1702","2014","Temperature, water",13.7,13.75,4,1.73,11,16.5,"SHCK","ANTI"
"1703","2015","Salinity",0.32,0.31,4,0.02,0.28,0.34,"SHCK","ANTI"
"1704","2015","Specific conductance",642.7,635.05,4,42.08,568.09,702.01,"SHCK","ANTI"
"1705","2015","Temperature, water",15.25,14.2,4,3.07,9.31,19.09,"SHCK","ANTI"
"1706","2016","Salinity",0.31,0.31,4,0.02,0.29,0.34,"SHCK","ANTI"
"1707","2016","Specific conductance",636.15,643.15,4,28.96,597.06,689.24,"SHCK","ANTI"
"1708","2016","Temperature, water",14.7,13.6,4,4.33,6.71,20.49,"SHCK","ANTI"
"1709","2017","Salinity",0.32,0.33,5,0.02,0.31,0.34,"SHCK","ANTI"
"1710","2017","Specific conductance",661,668.16,5,30.6,630.16,706.16,"SHCK","ANTI"
"1711","2017","Temperature, water",14.1,13.64,5,3.81,8.91,18.37,"SHCK","ANTI"
"1712","2018","Salinity",0.3,0.26,9,0.14,0.16,0.37,"SHCK","ANTI"
"1713","2018","Specific conductance",621,542.33,9,275,330.95,753.72,"SHCK","ANTI"
"1714","2018","Temperature, water",13.7,12.83,9,2.62,10.82,14.84,"SHCK","ANTI"
"1715","2019","Salinity",0.28,0.28,7,0.01,0.27,0.29,"SHCK","ANTI"
"1716","2019","Specific conductance",576,579.49,7,22.37,558.79,600.18,"SHCK","ANTI"
"1717","2019","Temperature, water",14.3,14.03,7,2.25,11.95,16.11,"SHCK","ANTI"
"1718","2020","Salinity",0.32,0.32,7,NA,NA,NA,"SHCK","ANTI"
"1719","2020","Specific conductance",656,650.25,7,NA,NA,NA,"SHCK","ANTI"
"1720","2020","Temperature, water",11.3,11.1,7,NA,NA,NA,"SHCK","ANTI"
"1721","2021","Salinity",0.31,0.31,10,NA,NA,NA,"SHCK","ANTI"
"1722","2021","Specific conductance",642,643.11,10,NA,NA,NA,"SHCK","ANTI"
"1723","2021","Temperature, water",14.7,13.93,10,NA,NA,NA,"SHCK","ANTI"
"1724","2022","Salinity",0.31,0.31,5,0.03,0.28,0.35,"SHCK","ANTI"
"1725","2022","Specific conductance",641,644.2,5,47.39,585.36,703.04,"SHCK","ANTI"
"1726","2022","Temperature, water",15,13.34,5,3.26,9.29,17.39,"SHCK","ANTI"
"1727","2023","Salinity",0.29,0.29,4,0.02,0.26,0.32,"SHCK","ANTI"
"1728","2023","Specific conductance",600,601.25,4,35.12,545.36,657.14,"SHCK","ANTI"
"1729","2023","Temperature, water",15.95,15.62,4,2.16,12.19,19.06,"SHCK","ANTI"
"1730","2007","Salinity",0.03,0.02,14,NA,NA,NA,"TARU","PRWI"
"1731","2007","Specific conductance",61.67,63.98,10,21.84,48.35,79.6,"TARU","PRWI"
"1732","2007","Temperature, water",14.8,13.53,10,3.4,11.09,15.96,"TARU","PRWI"
"1733","2008","Salinity",0.03,0.03,10,0,0.03,0.03,"TARU","PRWI"
"1734","2008","Specific conductance",55.47,55.8,10,9.96,48.68,62.93,"TARU","PRWI"
"1735","2008","Temperature, water",15.68,14.03,10,6.41,9.44,18.61,"TARU","PRWI"
"1736","2009","Salinity",0.03,0.03,9,0.01,0.02,0.04,"TARU","PRWI"
"1737","2009","Specific conductance",70,70.19,8,24.14,50,90.37,"TARU","PRWI"
"1738","2009","Temperature, water",13.8,13.89,8,5.36,9.4,18.37,"TARU","PRWI"
"1739","2010","Salinity",0.02,0.02,10,0.01,0.02,0.03,"TARU","PRWI"
"1740","2010","Specific conductance",57,62.42,10,17.48,49.91,74.93,"TARU","PRWI"
"1741","2010","Temperature, water",10.9,12.42,10,6.49,7.78,17.06,"TARU","PRWI"
"1742","2011","Salinity",0.03,0.03,8,0.01,0.02,0.04,"TARU","PRWI"
"1743","2011","Specific conductance",65.4,68.88,9,23.17,51.07,86.69,"TARU","PRWI"
"1744","2011","Temperature, water",15.45,15.38,8,4.4,11.7,19.05,"TARU","PRWI"
"1745","2012","Salinity",0.03,0.07,11,0.14,-0.02,0.17,"TARU","PRWI"
"1746","2012","Specific conductance",70.1,74.37,11,23.99,58.25,90.49,"TARU","PRWI"
"1747","2012","Temperature, water",12.3,13.26,11,5.46,9.6,16.93,"TARU","PRWI"
"1748","2013","Salinity",0.03,0.03,9,0.01,0.02,0.03,"TARU","PRWI"
"1749","2013","Specific conductance",56.4,60.92,9,12.51,51.3,70.54,"TARU","PRWI"
"1750","2013","Temperature, water",12.1,13.54,9,5.95,8.97,18.12,"TARU","PRWI"
"1751","2014","Salinity",0.03,0.03,4,0.01,0.02,0.03,"TARU","PRWI"
"1752","2014","Specific conductance",50.75,53.9,4,16.96,26.91,80.89,"TARU","PRWI"
"1753","2014","Temperature, water",14.4,14.12,4,5.89,4.75,23.5,"TARU","PRWI"
"1754","2015","Salinity",0.02,0.02,4,0,0.01,0.03,"TARU","PRWI"
"1755","2015","Specific conductance",44.7,49.05,4,9.95,33.21,64.89,"TARU","PRWI"
"1756","2015","Temperature, water",13.75,12.1,4,6.46,1.82,22.38,"TARU","PRWI"
"1757","2016","Salinity",0.03,0.03,4,0.01,0.02,0.03,"TARU","PRWI"
"1758","2016","Specific conductance",55.8,57.38,4,12.58,37.35,77.4,"TARU","PRWI"
"1759","2016","Temperature, water",13.95,13.07,4,6.51,2.72,23.43,"TARU","PRWI"
"1760","2017","Salinity",0.03,0.03,7,0.01,0.02,0.04,"TARU","PRWI"
"1761","2017","Specific conductance",65.2,64,7,18.69,46.72,81.28,"TARU","PRWI"
"1762","2017","Temperature, water",13.2,12.06,7,6.14,6.38,17.73,"TARU","PRWI"
"1763","2018","Salinity",0.02,0.02,6,0,0.02,0.02,"TARU","PRWI"
"1764","2018","Specific conductance",49.35,49.87,6,2.68,47.06,52.68,"TARU","PRWI"
"1765","2018","Temperature, water",13.9,12.23,6,8.56,3.24,21.22,"TARU","PRWI"
"1766","2019","Salinity",0.03,0.03,6,0.02,0.01,0.05,"TARU","PRWI"
"1767","2019","Specific conductance",57.55,71.52,6,31.43,38.54,104.5,"TARU","PRWI"
"1768","2019","Temperature, water",14.7,13.72,6,6.05,7.36,20.07,"TARU","PRWI"
"1769","2020","Salinity",0.02,0.02,6,NA,NA,NA,"TARU","PRWI"
"1770","2020","Specific conductance",45.8,49.27,6,NA,NA,NA,"TARU","PRWI"
"1771","2020","Temperature, water",7.1,8.73,6,NA,NA,NA,"TARU","PRWI"
"1772","2021","Salinity",0.03,0.03,6,0.01,0.02,0.04,"TARU","PRWI"
"1773","2021","Specific conductance",65.4,62.22,6,15.85,45.59,78.85,"TARU","PRWI"
"1774","2021","Temperature, water",13.25,12.9,6,6.9,5.66,20.14,"TARU","PRWI"
"1775","2022","Salinity",0.03,0.03,6,0.01,0.02,0.04,"TARU","PRWI"
"1776","2022","Specific conductance",61.85,60.23,6,18,41.35,79.12,"TARU","PRWI"
"1777","2022","Temperature, water",12.15,12.58,6,7.08,5.15,20.02,"TARU","PRWI"
"1778","2023","Salinity",0.03,0.03,4,0.01,0.02,0.03,"TARU","PRWI"
"1779","2023","Specific conductance",53.2,51.92,4,6.15,42.15,61.7,"TARU","PRWI"
"1780","2023","Temperature, water",16.35,14.2,4,7.57,2.15,26.25,"TARU","PRWI"
